,Unnamed: 0,vpp0ch0,vpp1ch1,vpp2ch2,vpp3ch3,UVC,UVB,Rch,Gch,Bch,QilMax,VR1,VR4,VR5,VR5B,qpermax,sigmavis,name,target,qilmax
317,7,3976695,1744253,683125,483621,3954504,7326642,306898,782123,946900,438,712,304,1310,1048,0.6290654991853724,2035921,LF8 BB Swix vorne DSV,2,0.4244912305544879
318,8,3972017,1744107,689961,470283,3949753,7319890,307744,783059,948171,439,729,315,1426,1140,0.6305832469588107,2038974,LF8 BB Swix vorne DSV,2,0.4218873859412355
319,9,3973681,1732777,683080,465983,3949753,7311764,308104,782222,947947,436,715,313,1389,1111,0.623997837447252,2038273,LF8 BB Swix vorne DSV,2,0.4243054968369998
320,0,3745978,1694310,726795,509069,4006177,6811269,276936,742665,882710,452,680,339,1468,1174,0.6312839021893273,1902311,Laser stuctur ski1 hinten 4% fluor DSV,2,0.4215602091084052
321,1,3751325,1691579,728674,516983,3888277,6816987,276505,742074,882405,450,661,334,1442,1154,0.6300137138379155,1900984,Laser stuctur ski1 hinten 4% fluor DSV,2,0.4240197132933972
322,2,3750978,1683021,728293,510309,3902662,6822910,277116,743211,884741,448,670,336,1528,1222,0.6424083538262375,1905068,Laser stuctur ski1 hinten 4% fluor DSV,2,0.4230873699652594
323,3,3729508,1691633,716773,508400,3900091,6866587,276720,742588,882378,453,696,336,1425,1140,0.6378937117270653,1901686,Laser stuctur ski1 hinten 4% fluor DSV,2,0.4254381344211119
324,4,3744676,1690142,716926,510984,3888166,6877471,275840,743695,883810,451,662,332,1423,1139,0.6299710520402363,1903345,Laser stuctur ski1 hinten 4% fluor DSV,2,0.4243075261555239
325,5,3741488,1684294,716827,502010,3892786,6902612,275766,741835,883005,450,672,338,1459,1167,0.646325305899774,1900606,Laser stuctur ski1 hinten 4% fluor DSV,2,0.4244748858833403
326,6,3738989,1690465,731642,506235,3883177,6908539,276595,744740,881233,452,679,343,1518,1214,0.6349683484670677,1902568,Laser stuctur ski1 hinten 4% fluor DSV,2,0.4217404236771868
327,7,3751394,1700391,736326,517764,3876259,6937405,277529,742941,882799,453,644,338,1477,1182,0.6290654991853724,1903269,Laser stuctur ski1 hinten 4% fluor DSV,2,0.4244912305544879
328,8,3738307,1682545,722906,507110,3888312,6880091,276559,741936,881823,450,676,337,1503,1202,0.6305832469588107,1900318,Laser stuctur ski1 hinten 4% fluor DSV,2,0.4218873859412355
329,9,3759649,1713674,737443,530451,3888312,6923282,276485,743295,882620,455,656,333,1479,1183,0.623997837447252,1902400,Laser stuctur ski1 hinten 4% fluor DSV,2,0.4243054968369998
330,0,4203963,1850399,759991,522558,4346552,6712128,288027,779303,911649,440,680,323,1441,1153,0.6312839021893273,1978979,Laser stuctur ski1 vorne 4% fluor DSV,2,0.4215602091084052
331,1,4221689,1846713,774300,525193,4217209,6750090,287379,778887,910557,437,677,326,1484,1187,0.6300137138379155,1976823,Laser stuctur ski1 vorne 4% fluor DSV,2,0.4240197132933972
332,2,4225818,1852039,763316,519014,4203192,6768281,287217,778381,911944,438,696,325,1450,1160,0.6424083538262375,1977542,Laser stuctur ski1 vorne 4% fluor DSV,2,0.4230873699652594
333,3,4226534,1847686,769182,527898,4217569,6810997,288190,777735,910789,437,670,322,1365,1092,0.6378937117270653,1976714,Laser stuctur ski1 vorne 4% fluor DSV,2,0.4254381344211119
334,4,4215349,1850576,772371,521123,4206988,6817399,289575,772302,905571,439,693,330,1477,1181,0.6299710520402363,1967448,Laser stuctur ski1 vorne 4% fluor DSV,2,0.4243075261555239
335,5,4171639,1822701,761682,520008,4209226,6787704,283909,772571,902572,436,675,326,1473,1179,0.646325305899774,1959052,Laser stuctur ski1 vorne 4% fluor DSV,2,0.4244748858833403
336,6,4181085,1815490,770846,527348,4203956,6799902,284485,771450,903109,434,669,323,1448,1158,0.6349683484670677,1959044,Laser stuctur ski1 vorne 4% fluor DSV,2,0.4217404236771868
337,7,4166323,1805564,771729,517344,4205191,6740046,280764,764480,893370,433,687,333,1408,1126,0.6290654991853724,1938614,Laser stuctur ski1 vorne 4% fluor DSV,2,0.4244912305544879
338,8,4164399,1808146,765045,522903,4201987,6738998,280709,763820,894829,434,674,327,1413,1130,0.6305832469588107,1939358,Laser stuctur ski1 vorne 4% fluor DSV,2,0.4218873859412355
339,9,4174128,1806037,765976,523633,4201987,6753189,280855,764035,895948,432,669,326,1374,1099,0.623997837447252,1940838,Laser stuctur ski1 vorne 4% fluor DSV,2,0.4243054968369998
340,0,4743377,1999619,765806,483441,3990073,6935746,313514,787494,954401,421,731,324,1389,1111,0.6312839021893273,2055409,Vola LF red ski2 ,2,0.4215602091084052
341,1,4741572,2010520,765650,482370,3849203,7118929,313244,787425,955171,424,727,327,1417,1133,0.6300137138379155,2055840,Vola LF red ski2 ,2,0.4240197132933972
342,2,4738253,2004695,769372,494251,3837843,7182449,314072,788331,955555,423,739,320,1331,1065,0.6424083538262375,2057958,Vola LF red ski2 ,2,0.4230873699652594
343,3,4736503,2015089,755756,482092,3850083,7239558,313460,789676,953720,425,759,324,1354,1083,0.6378937117270653,2056856,Vola LF red ski2 ,2,0.4254381344211119
344,4,4735233,2009195,756530,476592,3849062,7310238,313155,787525,955036,424,749,327,1387,1109,0.6299710520402363,2055716,Vola LF red ski2 ,2,0.4243075261555239
345,5,4732876,2008987,757029,489287,3833331,7362458,313101,786880,953533,424,751,319,1309,1047,0.646325305899774,2053514,Vola LF red ski2 ,2,0.4244748858833403
346,6,4753808,2004873,769473,488591,3829643,7378716,313047,787279,955197,421,737,323,1407,1125,0.6349683484670677,2055523,Vola LF red ski2 ,2,0.4217404236771868
347,7,4745568,2014452,769063,483791,3848567,7399882,313389,787693,953201,424,735,328,1393,1115,0.6290654991853724,2054283,Vola LF red ski2 ,2,0.4244912305544879
348,8,4740758,2000066,765079,482446,3823729,7479916,313694,787272,955484,421,724,325,1416,1133,0.6305832469588107,2056450,Vola LF red ski2 ,2,0.4218873859412355
349,9,4742491,2012265,769461,480142,3823729,7437906,315711,789492,954786,424,744,330,1349,1079,0.623997837447252,2059989,Vola LF red ski2 ,2,0.4243054968369998
350,0,4287034,1752498,761774,523743,4161388,7064436,294066,784045,924611,408,660,296,1321,1057,0.7027403395333865,2002722,Salomon HF6 left ski2,3,0.4671972442027926
351,1,4294887,1747306,743733,522538,4017836,7076563,294570,784205,924413,406,664,289,1227,982,0.6982131084876655,2003188,Salomon HF6 left ski2,3,0.4649975355782981
352,2,4283005,1749682,746782,516079,4022075,7176589,294048,781416,924181,408,687,295,1296,1037,0.6935576456656469,1999645,Salomon HF6 left ski2,3,0.466257330703695
353,3,4292172,1762468,747591,520572,4020686,7162400,294821,784090,925354,410,662,294,1309,1047,0.6921715626133749,2004265,Salomon HF6 left ski2,3,0.4653722805481285
354,4,4283686,1743667,753168,520434,4021479,7224466,294084,784075,925309,407,681,294,1261,1008,0.7143323168768183,2003468,Salomon HF6 left ski2,3,0.4650166466316821
355,5,4290335,1748365,755878,517964,4015894,7209801,294172,781324,924852,407,681,297,1326,1061,0.702170391511981,2000348,Salomon HF6 left ski2,3,0.4629213421914176
356,6,4307772,1754360,749639,517503,4015088,7229563,294065,782315,925676,407,668,294,1311,1049,0.720088032411169,2002056,Salomon HF6 left ski2,3,0.4650224968048
357,7,4292972,1756142,758456,529588,4025183,7248241,295524,782261,925004,409,698,292,1253,1002,0.7129198824195162,2002789,Salomon HF6 left ski2,3,0.463489932977391
358,8,4283876,1750472,741420,516934,4019404,7228875,295648,783444,925192,408,700,292,1233,986,0.7263860848823293,2004284,Salomon HF6 left ski2,3,0.4635033559716767
359,9,4289778,1752475,747968,522124,4019404,7242790,295199,785803,924056,408,692,291,1262,1010,0.7236760871817507,2005058,Salomon HF6 left ski2,3,0.4630627808441982
360,0,4420226,1931414,721975,517169,4374405,6865066,314809,823110,974049,436,717,288,1183,947,0.7027403395333865,2111968,Salomon HF6 right ski2,3,0.4671972442027926
361,1,4433877,1920539,722468,519569,4221338,7050585,315798,823264,974317,433,712,284,1183,946,0.6982131084876655,2113379,Salomon HF6 right ski2,3,0.4649975355782981
362,2,4416687,1908929,725022,524834,4218279,7103023,314053,822702,972179,432,707,283,1156,925,0.6935576456656469,2108934,Salomon HF6 right ski2,3,0.466257330703695
363,3,4430482,1920740,727332,522094,4214212,7138559,316124,823064,971552,433,724,286,1164,931,0.6921715626133749,2110740,Salomon HF6 right ski2,3,0.4653722805481285
364,4,4439729,1942426,729872,523783,4244712,7175211,314521,822926,973709,437,700,288,1217,973,0.7143323168768183,2111156,Salomon HF6 right ski2,3,0.4650166466316821
365,5,4425836,1920732,719995,528943,4210538,7214613,314034,822787,974085,433,701,279,1146,917,0.702170391511981,2110906,Salomon HF6 right ski2,3,0.4629213421914176
366,6,4432422,1930908,735045,520228,4216361,7232116,315617,823655,973709,435,706,291,1260,1008,0.720088032411169,2112981,Salomon HF6 right ski2,3,0.4650224968048
367,7,4431344,1931358,726520,526764,4223490,7214135,315815,823754,973700,435,720,284,1149,919,0.7129198824195162,2113269,Salomon HF6 right ski2,3,0.463489932977391
368,8,4423301,1924301,728184,521909,4217029,7220473,314935,823609,974139,435,719,287,1168,934,0.7263860848823293,2112683,Salomon HF6 right ski2,3,0.4635033559716767
369,9,4442762,1924453,742055,517554,4217029,7273797,314519,824200,972715,433,714,294,1281,1025,0.7236760871817507,2111434,Salomon HF6 right ski2,3,0.4630627808441982
370,0,4248621,1817285,771267,516893,3666589,6529851,280403,725576,870060,427,636,340,1428,1142,0.7027403395333865,1876039,Vola HF liq ski4,3,0.4671972442027926
371,1,4262994,1820728,779748,507694,3538695,6647022,279343,725084,868495,427,690,350,1530,1224,0.6982131084876655,1872922,Vola HF liq ski4,3,0.4649975355782981
372,2,4246778,1823894,771209,518259,3531398,6688431,279956,724316,867725,429,706,341,1430,1144,0.6935576456656469,1871997,Vola HF liq ski4,3,0.466257330703695
373,3,4261740,1836615,772402,519823,3526078,6719160,280154,725683,870374,430,682,341,1417,1133,0.6921715626133749,1876211,Vola HF liq ski4,3,0.4653722805481285
374,4,4254471,1813412,766043,513359,3518974,6810364,279866,723932,868959,426,701,339,1459,1167,0.7143323168768183,1872757,Vola HF liq ski4,3,0.4650166466316821
375,5,4271454,1827507,779273,516368,3538131,6785147,279199,724032,867840,427,674,345,1476,1181,0.702170391511981,1871071,Vola HF liq ski4,3,0.4629213421914176
376,6,4253059,1824776,768159,512759,3526642,6811676,280082,723655,867125,429,688,343,1468,1174,0.720088032411169,1870862,Vola HF liq ski4,3,0.4650224968048
377,7,4263888,1826787,772802,528363,3533141,6812913,280514,723824,868548,428,684,334,1379,1103,0.7129198824195162,1872886,Vola HF liq ski4,3,0.463489932977391
378,8,4254281,1839431,769107,516099,3520850,6861823,279560,724238,867366,432,690,344,1487,1189,0.7263860848823293,1871164,Vola HF liq ski4,3,0.4635033559716767
379,9,4265547,1829809,771369,515333,3520850,6846397,280190,723424,867259,428,680,343,1454,1163,0.7236760871817507,1870873,Vola HF liq ski4,3,0.4630627808441982
380,0,4280617,1864316,745424,537137,4005482,6863621,279759,741813,882333,435,699,317,1217,974,0.7027403395333865,1903905,Vola HF purple ski3,3,0.4671972442027926
381,1,4292981,1862965,751065,525413,3855540,6918123,279650,741497,881510,433,703,326,1321,1057,0.6982131084876655,1902657,Vola HF purple ski3,3,0.4649975355782981
382,2,4307117,1867031,755756,533589,3851615,6968403,279217,740099,882405,433,698,322,1230,984,0.6935576456656469,1901721,Vola HF purple ski3,3,0.466257330703695
383,3,4316259,1877749,754462,533352,3855999,7023383,280423,741681,882333,435,700,323,1286,1029,0.6921715626133749,1904437,Vola HF purple ski3,3,0.4653722805481285
384,4,4287108,1857254,755083,529873,3857339,7068774,280656,740898,882440,433,684,324,1305,1044,0.7143323168768183,1903994,Vola HF purple ski3,3,0.4650166466316821
385,5,4294791,1879765,749625,524503,3854483,7050864,280118,742657,881151,437,699,328,1330,1064,0.702170391511981,1903926,Vola HF purple ski3,3,0.4629213421914176
386,6,4290653,1868661,754438,535228,3861460,7084695,280836,740944,882395,435,688,322,1287,1030,0.720088032411169,1904175,Vola HF purple ski3,3,0.4650224968048
387,7,4296968,1864910,763126,531778,3845207,7136297,279595,741943,882754,434,683,327,1331,1065,0.7129198824195162,1904292,Vola HF purple ski3,3,0.463489932977391
388,8,4305130,1870302,755990,534792,3850169,7133878,279632,741267,881707,434,693,322,1300,1040,0.7263860848823293,1902606,Vola HF purple ski3,3,0.4635033559716767
389,9,4295109,1863125,753188,524019,3850169,7127332,280044,740921,881071,433,697,327,1367,1094,0.7236760871817507,1902036,Vola HF purple ski3,3,0.4630627808441982
390,0,4358521,2036289,714510,502115,3919417,6544581,299747,783322,921084,467,717,331,1347,1077,0.7027403395333865,2004153,Vola HF purple ski6,3,0.4671972442027926
391,1,4364107,2029299,722036,504135,3794094,6560502,300340,785627,920216,464,741,331,1359,1087,0.6982131084876655,2006183,Vola HF purple ski6,3,0.4649975355782981
392,2,4374239,2039521,719473,498996,3789935,6633037,300340,783974,922229,466,748,335,1311,1049,0.6935576456656469,2006543,Vola HF purple ski6,3,0.466257330703695
393,3,4387511,2041826,722162,499860,3752290,6688981,300285,783130,923644,465,758,334,1375,1100,0.6921715626133749,2007059,Vola HF purple ski6,3,0.4653722805481285
394,4,4404795,2048303,714246,510209,3752619,6737225,300015,785356,923626,465,712,324,1240,992,0.7143323168768183,2008997,Vola HF purple ski6,3,0.4650166466316821
395,5,4403962,2038688,713005,500651,3739740,6766694,299978,785695,923706,462,750,328,1292,1033,0.702170391511981,2009379,Vola HF purple ski6,3,0.4629213421914176
396,6,4390179,2041532,713828,514019,3754321,6750914,300861,782953,923286,465,722,321,1229,983,0.720088032411169,2007100,Vola HF purple ski6,3,0.4650224968048
397,7,4401649,2040120,708621,505190,3741549,6769509,299349,782099,922785,463,744,324,1285,1028,0.7129198824195162,2004233,Vola HF purple ski6,3,0.463489932977391
398,8,4424352,2050702,717723,521344,3761249,6806168,300267,783944,922633,463,716,317,1223,978,0.7263860848823293,2006844,Vola HF purple ski6,3,0.4635033559716767
399,9,4405245,2039905,704597,509900,3761249,6779844,300123,782239,921765,463,749,319,1147,917,0.7236760871817507,2004127,Vola HF purple ski6,3,0.4630627808441982
